id,title,authors,year,venue,search_strings,v1_decision,v1_reason,v2_decision,v2_reason
216,Evaluating LLM-based Agents for Multi-turn Conversations: A Survey,"Guan, Shengyue; Wang, Jindong; Bian, Jiang; Zhu, Bin; Lou, Jian-Guang; Xiong, Haoyi",2026,ACM Transactions on Intelligent Systems and Technology,String A,EXCLUDE,EC-N - Bài khảo sát về đánh giá tác nhân hội thoại,x,
217,Evaluating Large Language Models in Class-Level Code Generation,"Du, Xueying; Liu, Mingwei; Wang, Kaixin; Wang, Hanlin; Liu, Junwei; Chen, Yixuan; Feng, Jiayi; Sha, Chaofeng; Peng, Xin; Lou, Yiling",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,"String A, String B",EXCLUDE,EC-O - Đánh giá LLM trong sinh mã nguồn mức lớp (Class-level code generation),x,
218,Evaluating and Improving ChatGPT for Unit Test Generation,"Yuan, Zhiqiang; Liu, Mingwei; Ding, Shiji; Wang, Kaixin; Chen, Yixuan; Peng, Xin; Lou, Yiling",2024,Proceedings of the ACM on Software Engineering,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu đánh giá và cải thiện sinh unit test bằng ChatGPT)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E"
219,Evaluating the Complex Reasoning and Performance Capabilities of Large Language Models for Test Case Generation: A Learning-Based Software Testing Suite for Benchmarking Generative AI in Automated Test Case Generation,"Bala Mahalingam, Vijay; Parthasarathy, Harish; Baskaran, Aakash; Chandrasekaran, Bharath; Rajeshkumar, Muthukrishnan",2026,Proceedings of the 2026 10th International Conference on Control Engineering and Artificial Intelligence,"String A, String B, String C",UNSURE,"Có đề cập sinh test case bằng LLM nhưng chưa rõ mức Unit hay System, cần đọc full-text",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E"
220,Evaluating the Ethical Judgment of Large Language Models in Financial Market Abuse Cases,"Pandey, Avinash Kumar; Rajwal, Swati",2025,Proceedings of the 6th ACM International Conference on AI in Finance,String A,EXCLUDE,EC-O - Đánh giá khả năng phán đoán đạo đức của LLM trong tài chính.,x,
221,Evaluation of Automatic Test Case Generation for the Android Operating System using Deep Reinforcement Learning,"Cardoso, Ana Paula; Santos, Cleicy Priscilla; Collins, Eliane; Lima, Kelen; Quiroga, Pablo; Griego, Marlon",2023,Proceedings of the XXII Brazilian Symposium on Software Quality,String A,EXCLUDE,"EC-O - Kiểm thử hệ thống Android bằng học tăng cường (DRL), không phải dùng LLM sinh unit test",x,
222,Ever-Improving Test Suite by Leveraging Large Language Models,"Qiu, Ketai",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,String A,INCLUDE,"IC-P, IC-I, IC-E (Sử dụng LLM để bổ sung các kịch bản thực thi unit test còn thiếu)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E"
223,Every Maintenance Has Its Exemplar: The Future of Software Maintenance through Migration,"Chen, Zirui; Hu, Xing; Xia, Xin; Yang, Xiaohu",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Lộ trình nghiên cứu về bảo trì phần mềm thông qua di trú,x,
224,EvoCLINICAL: Evolving Cyber-Cyber Digital Twin with Active Transfer Learning for Automated Cancer Registry System,"Lu, Chengjie; Xu, Qinghua; Yue, Tao; Ali, Shaukat; Schwitalla, Thomas; Nygård, Jan F.",2023,Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,String A,EXCLUDE,EC-O - Xây dựng bản sao số (Digital Twin) cho hệ thống y tế,x,
225,Evolving Enactions of Expertise: Software Engineers’ Evaluation and Demonstration of Coding Expertise with AI Coding Assistants,"Jang, Yeonju; Sakashita, Mose; Niinuma, Koichiro; Gupta, Aakar",2026,Proceedings of the 2026 CHI Conference on Human Factors in Computing Systems,String A,EXCLUDE,EC-O - Nghiên cứu định tính về chuyên môn lập trình với trợ lý AI,x,
226,"Evolving Paradigms in Automated Program Repair: Taxonomy, Challenges, and Opportunities","Huang, Kai; Xu, Zhengzi; Yang, Su; Sun, Hongyu; Li, Xuejun; Yan, Zheng; Zhang, Yuqing",2025,ACM Computing Surveys,"String A, String B",EXCLUDE,EC-N - Bài khảo sát và phân loại về sửa lỗi chương trình tự động (APR).,x,
227,Examining the Use and Impact of an AI Code Assistant on Developer Productivity and Experience in the Enterprise,"Weisz, Justin D.; Kumar, Shraddha Vijay; Muller, Michael; Browne, Karen-Ellen; Goldberg, Arielle; Heintze, Katrin Ellice; Bajpai, Shagun",2025,Proceedings of the Extended Abstracts of the CHI Conference on Human Factors in Computing Systems,String A,EXCLUDE,EC-O - Nghiên cứu tác động của trợ lý AI đến năng suất lập trình viên,x,
228,Examples out of Thin Air: AI-Generated Dynamic Context to Assist Program Comprehension by Example,"Mattis, Toni; Krebs, Eva; Rinard, Martin C.; Hirschfeld, Robert",2024,"Companion Proceedings of the 8th International Conference on the Art, Science, and Engineering of Programming",String A,EXCLUDE,EC-O - Sinh ví dụ thực thi để hỗ trợ hiểu chương trình,x,
229,Exploring Automated Assertion Generation via Large Language Models,"Zhang, Quanjun; Sun, Weifeng; Fang, Chunrong; Yu, Bowen; Li, Hongyan; Yan, Meng; Zhou, Jianyi; Chen, Zhenyu",2025,ACM Transactions on Software Engineering and Methodology,String A,INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu sinh unit test assertion bằng LLM)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E"
230,Exploring Code Analysis: Zero-Shot Insights on Syntax and Semantics with LLMs,"Ma, Wei; Lin, Zhihao; Liu, Shangqing; Hu, Qiang; Liu, Ye; Wang, Wenhan; Zhang, Cen; Nie, Liming; Li, Li; Liu, Yang; Jiang, Lingxiao",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,"EC-O - Tác vụ phân tích mã nguồn (AST, CFG), không phải sinh unit test",x,
231,Exploring Large Language Models in Resolving Environment-Related Crash Bugs: Localizing and Repairing,"Du, Xueying; Liu, Mingwei; Wang, Hanlin; Li, Juntao; Peng, Xin; Lou, Yiling",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Sửa lỗi crash liên quan đến môi trường thực thi,x,
232,Exploring and Unleashing the Power of Large Language Models in Automated Code Translation,"Yang, Zhen; Liu, Fang; Yu, Zhongxing; Keung, Jacky Wai; Li, Jia; Liu, Shuo; Hong, Yifan; Ma, Xiaoxue; Jin, Zhi; Li, Ge",2024,Proceedings of the ACM on Software Engineering,"String A, String B, String C",EXCLUDE,"EC-O - Tự động dịch mã nguồn giữa các ngôn ngữ, không phải sinh unit test",x,
233,Extraction and Mutation at a High Level: Template-Based Fuzzing for JavaScript Engines,"Wong, Wai Kin; Xiao, Dongwei; Lai, Cheuk Tung; Peng, Yiteng; Wu, Daoyuan; Wang, Shuai",2025,Proceedings of the ACM on Programming Languages,String A,EXCLUDE,"EC-O - Fuzzing cho trình thông dịch JavaScript, không phải unit test",x,
234,FAIL: Analyzing Software Failures from the News Using LLMs,"Anandayuvaraj, Dharun; Campbell, Matthew; Tewari, Arav; Davis, James C",2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,String B,EXCLUDE,EC-O - Phân tích lỗi phần mềm từ tin tức bằng LLM,x,
235,FURINA: A Multi-Agent Framework for Automated Patch Correctness Assessment,"Li, Yuning; Ji, Yuanjie; Chen, Xiang; Shen, Zongwen; Ge, Jidong; Luo, Bin",2026,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-O - Đánh giá tính đúng đắn của bản vá (Patch Correctness) trong APR,x,
236,Face: A framework for ai-driven coding generation evaluation,"Ngo, Bao; Formato, Jack; May, James J.; Ho, Nguyen; Bui, Hoang; Ngo, Linh B.",2024,Journal of Computing Sciences in Colleges,String B,EXCLUDE,"EC-O - Đánh giá sinh mã nguồn tổng quát cho lập trình thi đấu, không phải unit test",x,
237,Fairness Testing: A Comprehensive Survey and Analysis of Trends,"Chen, Zhenpeng; Zhang, Jie M.; Hort, Max; Harman, Mark; Sarro, Federica",2024,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Khảo sát về kiểm thử tính công bằng (Fairness Testing),x,
238,Fault Localization from the Semantic Code Search Perspective,"Qin, Yihao; Wang, Shangwen; Lei, Yan; Zhang, Zhuo; Lin, Bo; Peng, Xin; Ma, Jun; Chen, Liqian; Mao, Xiaoguang",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,EC-O - Định vị lỗi (Fault localization) cho Java,x,
239,Finding Missed Code Size Optimizations in Compilers using Large Language Models,"Italiano, Davide; Cummins, Chris",2025,Proceedings of the 34th ACM SIGPLAN International Conference on Compiler Construction,"String A, String B",EXCLUDE,EC-O - Kiểm thử tối ưu hóa trình biên dịch,x,
240,Finding and Investigating Buggy Codes to Make CS1 Learning Efficient,"Agarwal, Nimisha",2024,Proceedings of the 17th Innovations in Software Engineering Conference,String A,EXCLUDE,EC-O - Tìm kiếm và điều tra mã lỗi trong giáo dục lập trình,x,
241,Flowco: Mixed-Initiative Authoring of Reliable End-to-End Data Analyses via Dataflow Graphs and LLMs,"Freund, Stephen N.; Simon, Brooke; Berger, Emery D.; Jun, Eunice",2025,Proceedings of the 38th Annual ACM Symposium on User Interface Software and Technology,String A,EXCLUDE,"EC-O - Tập trung vào phân tích dữ liệu (Data Analysis), không phải unit testing.",x,
242,FreeWavm: Enhanced WebAssembly Runtime Fuzzing Guided by Parse Tree Mutation and Snapshot,"Qian, Peng; Ying, Xinlei; Wang, Jiashui; Liu, Long; Zhang, Lun; Chen, Jianhai; He, Qinming",2025,Proceedings of the ACM on Software Engineering,String B,EXCLUDE,EC-O - Fuzzing runtime của WebAssembly,x,
243,From Black Box to Learning Artifact: A Proposed Pedagogical Redesign of AI Coding Assistants for Novice Programmers,"Prasad, Prajish; Sane, Aamod; Chitkulwar, Shivkiran",2026,Proceedings of the Extended Abstracts of the 2026 CHI Conference on Human Factors in Computing Systems,String A,EXCLUDE,"EC-O - Thiết kế công cụ giáo dục lập trình, không tập trung thực nghiệm unit test",x,
244,From Correctness to Code Quality: Formalizing Software Engineering Metrics for Evaluating General LLMs,"Umre, Jayesh; Parihar, Ashish Singh; Gupta, Atul",2026,Proceedings of the 19th Innovations in Software Engineering Conference,String A,EXCLUDE,EC-O - Định nghĩa các chỉ số đo lường chất lượng mã nguồn,x,
245,From Fine-tuning to Output: An Empirical Investigation of Test Smells in Transformer-Based Test Code Generation,"Aljohani, Ahmed; Do, Hyunsook",2024,Proceedings of the 39th ACM/SIGAPP Symposium on Applied Computing,"String A, String B",INCLUDE,"IC-P, IC-I, IC-E (Nghiên cứu thực nghiệm về chất lượng và mùi mã nguồn của unit test được sinh bởi LLM)",EXCLUDE,"EC-O: Trọng tâm chính là phân tích chất lượng mã nguồn  của công cụ có sẵn, không đề xuất kỹ thuật sinh test tự động mới"
246,From Legal Text to Tech Specs: Generative AI’s Interpretation of Consent in Privacy Law,"Kesari, Aniket; Breaux, Travis; Santos, Sarah; Norton, Tom; Singhal, Anmol",2025,Proceedings of the Twentieth International Conference on Artificial Intelligence and Law,String A,EXCLUDE,EC-O - Diễn giải luật riêng tư sang đặc tả kỹ thuật không phải unit test.,x,
247,From Prompts to Properties: Rethinking LLM Code Generation with Property-Based Testing,"Bose, Dibyendu Brinto",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,"String A, String B",EXCLUDE,EC-O - Đánh giá sinh mã nguồn bằng kiểm thử dựa trên thuộc tính (Property-based testing),x,
248,From Prompts to Templates: A Systematic Prompt Template Analysis for Real-world LLMapps,"Mao, Yuetian; He, Junjie; Chen, Chunyang",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,String A,EXCLUDE,EC-N - Phân tích các template prompt cho ứng dụng LLM,x,
249,From Scenario to Code: Structured Prompting for LLM-Based Unit Test Generation,"Diop, Aminata; Toure, Fadel; Badri, Mourad",2025,Proceedings of the 2025 7th World Symposium on Software Engineering,"String A, String B, String C",INCLUDE,"IC-P, IC-I, IC-E (Phương pháp prompt để sinh unit test Java có cấu trúc)",INCLUDE,"Đọc full-text, đủ IC-L, IC-T, IC-P, IC-I, IC-E"
250,From Stochastic to Semantic: Advanced Attribute-Guided Compiler Testing,"Wu, Jiangchang; Yang, Yibiao; Sun, Maolin; Li, Qingyang; Chen, Kang; Xu, Lei; Zhou, Yuming",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,EC-O - Kiểm thử trình biên dịch C/C++,x,
251,From Today’s Code to Tomorrow’s Symphony: The AI Transformation of Developer’s Routine by 2030,"Qiu, Ketai; Puccinelli, Niccolò; Ciniselli, Matteo; Di Grazia, Luca",2025,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-N - Bài viết tầm nhìn về sự chuyển đổi của SE vào năm 2030,x,
252,From Triumph to Uncertainty: The Journey of Software Engineering in the AI Era,"Mastropaolo, Antonio; Escobar-Velásquez, Camilo; Linares-Vásquez, Mario",2025,ACM Transactions on Software Engineering and Methodology,String A,EXCLUDE,EC-N - Thảo luận về sự thay đổi của ngành SE trong kỷ nguyên AI.,x,
253,Fuzz Testing for Polymorphic Network Firmware: A Collaborative Optimization Framework of LLMs and Neural Networks,"Qian, Ben; Gu, Yunjie; Wu, Changhe; Mu, Yuan; Sun, Xuan",2025,Proceedings of the ACM Conext-2025 Workshop on the Polymorphic Network,"String A, String B, String C",EXCLUDE,"EC-O - Fuzzing firmware mạng, không phải unit test hàm",x,
254,Fuzz4All: Universal Fuzzing with Large Language Models,"Xia, Chunqiu Steven; Paltenghi, Matteo; Le Tian, Jia; Pradel, Michael; Zhang, Lingming",2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,"String A, String B",EXCLUDE,"EC-O - Fuzzing hệ thống (trình biên dịch, máy ảo) không phải unit testing",x,
255,Fuzzing C++ Compilers via Type-Driven Mutation,"Wang, Bo; Chen, Chong; Deng, Ming; Chen, Junjie; Zhang, Xing; Lin, Youfang; Hao, Dan; Sun, Jun",2025,Proceedings of the ACM on Programming Languages,String B,EXCLUDE,EC-O - Kiểm thử trình biên dịch C++,x,
256,Fuzzing JavaScript Interpreters with Coverage-Guided Reinforcement Learning for LLM-Based Mutation,"Eom, Jueon; Jeong, Seyeon; Kwon, Taekyoung",2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,String B,EXCLUDE,EC-O - Kiểm thử trình thông dịch JavaScript,x,
257,Fuzzing Microservices in Face of Intrinsic Uncertainties,"Zhang, Man; Yue, Tao; Arcuri, Andrea",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B",EXCLUDE,EC-N - Bài viết định hướng về kiểm thử microservices,x,
258,Fuzzing for Stateful Protocol Programs Based on Constraints between States and Message Types,"Jian, Kunpeng; Zou, Yanyan; Li, Menghao; Huo, Wei",2025,Proceedings of the 16th International Conference on Internetware,String B,EXCLUDE,EC-O - Kiểm thử giao thức mạng (Protocol testing),x,
259,GUI Test Migration via Abstraction and Concretization,"Zhang, Yakun; Liu, Chen; Xie, Xiaofei; Lin, Yun; Dong, Jin Song; Hao, Dan; Zhang, Lu",2026,ACM Transactions on Software Engineering and Methodology,"String A, String B, String C",EXCLUDE,EC-O - Di trú kiểm thử giao diện (GUI Test Migration) cho ứng dụng di động,x,
260,Generating Software Tests for Mobile Applications Using Fine-Tuned Large Language Models,"Hoffmann, Jacob; Frister, Demian",2024,Proceedings of the 5th ACM/IEEE International Conference on Automation of Software Test (AST 2024),String B,EXCLUDE,EC-O - Kiểm thử ứng dụng di động,x,
261,Generative AI for Self-Adaptive Systems: State of the Art and Research Roadmap,"Li, Jialong; Zhang, Mingyue; Li, Nianyu; Weyns, Danny; Jin, Zhi; Tei, Kenji",2024,ACM Transactions on Autonomous and Adaptive Systems,String A,EXCLUDE,EC-N - Lộ trình nghiên cứu GenAI cho hệ thống tự thích nghi,x,
262,GenieWizard: Multimodal App Feature Discovery with Large Language Models,"Yang, Jackie (Junrui); Shi, Yingtian; Gu, Chris; Zheng, Zhang; Jain, Anisha; Li, Tianshi; Lam, Monica S.; Landay, James A.",2025,Proceedings of the 2025 CHI Conference on Human Factors in Computing Systems,String A,EXCLUDE,"EC-O - Khám phá tính năng cho giao diện đa phương thức, không phải unit test.",x,
263,Grey-Box Fuzzing in Constrained Ultra-Large Systems: Lessons for SE Community,"Yu, Jiazhao; Tu, Yanlun; Zhang, Zhanlei; Zhang, Tiehua; Xu, Cheng; Wu, Weigang; Kang, Hong Jin; Zheng, Xi",2025,Proceedings of the 33rd ACM International Conference on the Foundations of Software Engineering,"String A, String B, String C",EXCLUDE,EC-O - Kiểm thử hệ thống microservices (FinTech),x,
264,GrowthHacker: Automated Off-Policy Evaluation Optimization Using Code-Modifying LLM Agents,"Wu, Jie Jw; Herlihy, Ayanda Patrick; Mirza, Ahmad Saleem; Afoud, Ali; Fard, Fatemeh",2026,ACM Transactions on Software Engineering and Methodology,String B,EXCLUDE,"EC-O - Tối ưu hóa đánh giá off-policy trong RL, không phải unit test",x,
265,GuardRails: Automated Suggestions for Clarifying Ambiguous Purpose Statements,"Pawagi, Mrigank; Kumar, Viraj",2023,Proceedings of the 16th Annual ACM India Compute Conference,String B,EXCLUDE,"EC-O - Tập trung làm rõ tài liệu đặc tả Python, không phải sinh test",x,
